Date,AAPL,NVDA,TSLA
2013-06-04 00:00:00,-0.003128475281703902,0.0013839622244753436,0.024300694452330296
2013-06-05 00:00:00,-0.009347705342330315,-0.021423743935445994,0.0055882555680060175
2013-06-06 00:00:00,-0.014939890118276677,0.00635566736995874,0.020761241522603058
2013-06-07 00:00:00,0.007640133681442451,0.014035589692373618,0.04817679212162118
2013-06-10 00:00:00,-0.00660892417725667,-0.0006924052068928432,-0.019502213163999138
2013-06-11 00:00:00,-0.0029394772517694623,-0.018697920899499842,-0.05577214590444779
2013-06-12 00:00:00,-0.01236286126349917,-0.008468290725186955,0.03450830766491153
2013-06-13 00:00:00,0.008723115497139,0.02277555525702235,0.004604481791240955
2013-06-14 00:00:00,-0.013556494093119209,-0.0013919514727506188,0.021593104403886176
2013-06-17 00:00:00,0.0045344781690555,0.009756174291125186,0.01894308026474012
2013-06-18 00:00:00,-0.0005324815909230063,-0.006211344302808008,0.011643902007160145
2013-06-19 00:00:00,-0.02031156033604231,0.030555666872948528,0.012477023473587368
2013-06-20 00:00:00,-0.014562541642236138,-0.02695424189917095,-0.03849829095014967
2013-06-21 00:00:00,-0.008013126117372371,-0.0013848504196742883,-0.010928951263831643
2013-06-24 00:00:00,-0.026505261509885747,-0.020804609017587516,0.019487646983973983
2013-06-25 00:00:00,0.00022386757322578887,0.007082260553985753,0.008966455780505589
2013-06-26 00:00:00,-0.011325500435893199,-0.0056256765981506085,0.03242182932517723
2013-06-27 00:00:00,-0.01077717583927651,-0.009193841090045396,0.033390035551025266
2013-06-28 00:00:00,0.006983608452410195,0.002140922211337104,-0.017299762423780285
2013-07-01 00:00:00,0.03200249971106994,0.0042737881094716546,0.09146799653431392
2013-07-02 00:00:00,0.022652985149606897,-0.0007093754178708611,0.00546177547622495
2013-07-03 00:00:00,0.00551982335152279,0.002839008535437726,-0.021897860734702457
2013-07-05 00:00:00,-0.008032572355362477,0.007784900242683523,0.042086009439091576
2013-07-08 00:00:00,-0.00567755473361975,-0.004915732654032112,0.012657210051008283
2013-07-09 00:00:00,0.01758827641168792,0.0049400164542277025,0.01513029700081936
2013-07-10 00:00:00,-0.003835797082965331,0.013342754150106106,-0.00955852872263252
2013-07-11 00:00:00,0.015591788062890632,0.013859938714065656,0.027316605072109423
2013-07-12 00:00:00,-0.0018253054921628653,0.0006834674937903351,0.03415336345595921
2013-07-15 00:00:00,0.0021805943422972263,-0.0020492113504807508,-0.020323284586552415
2013-07-16 00:00:00,0.006457081476413329,0.0054756448245347755,-0.14309290377073414
2013-07-17 00:00:00,0.0002557212987204238,-0.00544582541876526,0.10270528020086189
2013-07-18 00:00:00,0.0033697626322080065,-0.0041064889390241,-0.01014568613093969
2013-07-19 00:00:00,-0.015772824082997072,-0.021306018598042265,0.005460893511494813
2013-07-22 00:00:00,0.0032004946851567073,-0.000702186043582409,0.022977889047748334
2013-07-23 00:00:00,-0.017170751075691437,-0.0014055742362543144,0.002532109392827664
2013-07-24 00:00:00,0.05136173733855265,0.0,-0.008473280414277196
2013-07-25 00:00:00,-0.0045629993850280215,0.0035186300731249176,0.01947411714397007
2013-07-26 00:00:00,0.0056783243678968365,-0.0042074223476921135,0.04287914350555
2013-07-29 00:00:00,0.015419933437970768,-0.0021127795904943847,0.040420377319357215
2013-07-30 00:00:00,0.012349558618620637,0.01693744640014372,-0.021393489483158334
2013-07-31 00:00:00,-0.001742778715679849,0.002081493146531166,0.019280305308962964
2013-08-01 00:00:00,0.009170938377585314,0.013850484676427355,0.00945790985092776
2013-08-02 00:00:00,0.012831428495703845,0.008196984932195672,0.018074467222872315
2013-08-05 00:00:00,0.014939551772164217,0.004742202795443795,0.04840581413778655
2013-08-06 00:00:00,-0.00894667546035155,-0.014834744644428355,-0.017486786703203916
2013-08-07 00:00:00,-0.0005805492180953609,-0.0006844730801651711,-0.05571587659301003
2013-08-08 00:00:00,-0.0019914403698861882,0.006849558957156221,0.1434106151988035
2013-08-09 00:00:00,-0.014229786145045886,-0.014285858209331148,-0.003127496148300435
2013-08-12 00:00:00,0.028408334641137678,-0.008281486958608753,-0.03673207594800609
2013-08-13 00:00:00,0.04752232621285346,0.0034794522261556438,-0.01323111584950143
2013-08-14 00:00:00,0.018240295201512824,0.042302001429339375,-0.04173822257532811
2013-08-15 00:00:00,-0.0011834014459704,0.006653530082639358,0.002224396092371572
2013-08-16 00:00:00,0.008876778465026325,0.0039658264408861665,0.016682302911618763
2013-08-19 00:00:00,0.01076979890597185,-0.015799970764453053,0.0204224642674371
2013-08-20 00:00:00,-0.013136416938738904,0.005041973519203324,0.03229816558866583
2013-08-21 00:00:00,0.002574485724158304,-0.0046823747334074906,-0.011498890631574943
2013-08-22 00:00:00,0.001194041668125756,0.00537656733169678,0.062491564809881606
2013-08-23 00:00:00,-0.0038571340799078424,0.0,0.030171863523924314
2013-08-26 00:00:00,0.003892343701680012,0.0020053709786864715,0.014705877153501357
2013-08-27 00:00:00,-0.028590369635260404,-0.012675241659801384,0.01698939268158628
2013-08-28 00:00:00,0.004728045635515654,0.0,-0.0033530209608776396
2013-08-29 00:00:00,0.0016296582722470365,-0.0020270508740948268,-0.0023430478908058605
2013-08-30 00:00:00,-0.009111225674935164,-0.001354135038245996,0.017704452175986596
